weekDay,subject,count
Thu,Constitui\xc3\xa7\xc3\xa3o de Renda,8
Thu,Constrangimento ilegal,30
Thu,Constru\xc3\xa7\xc3\xa3o Civil,1
Thu,Contra a Fam\xc3\xadlia,16
Thu,Contra a Fauna,1
Thu,Contra a Honra,8
Thu,Contra a Incolumidade P\xc3\xbablica,2
Thu,Contra a inviolabilidade de domic\xc3\xadlio,1
Thu,Contra a liberdade pessoal,12
Thu,Contra a Paz P\xc3\xbablica,1
Thu,Contra a Propriedade Intelectual,2
Thu,Contra a vida,51
Thu,Contra o Meio Ambiente,2
Thu,Contra o Patrim\xc3\xb4nio,56
Thu,Contra o sentimento religioso e contra o respeito aos mortos,1
Thu,Contra os Costumes,10
Thu,Contrabando ou Descaminho,39
Thu,Contrata\xc3\xa7\xc3\xa3o de Opera\xc3\xa7\xc3\xa3o de Cr\xc3\xa9dito,1
Thu,Contrato Tempor\xc3\xa1rio de M\xc3\xa3o de Obra L 8,125
Thu,Contratos Administrativos,840
Thu,Contratos Banc\xc3\xa1rios,57138
Thu,Contratos de Consumo,3933
Thu,Contratos de Participacao Financeira,27808
Thu,Contraven\xc3\xa7\xc3\xb5es Penais,929
Thu,Contribui\xc3\xa7\xc3\xa3o de Ilumina\xc3\xa7\xc3\xa3o P\xc3\xbablica,11
Thu,Contribui\xc3\xa7\xc3\xa3o Sindical,86
Thu,Contribui\xc3\xa7\xc3\xa3o Sindical Rural,3
Thu,Contribui\xc3\xa7\xc3\xa3o Social sobre o Lucro L\xc3\xadquido,1
Thu,Contribui\xc3\xa7\xc3\xb5es,135
Thu,Contribui\xc3\xa7\xc3\xb5es Corporativas,2
Thu,Contribui\xc3\xa7\xc3\xb5es de Melhoria,258
Thu,Contribui\xc3\xa7\xc3\xb5es Especiais,5
Thu,Contribui\xc3\xa7\xc3\xb5es para o SEBRAE,17
Thu,Contribui\xc3\xa7\xc3\xb5es Previdenci\xc3\xa1rias,1058
Thu,Contribui\xc3\xa7\xc3\xb5es Sociais,302
Thu,Controle de Constitucionalidade,31
Thu,Conv\xc3\xaanio,16
Thu,Convola\xc3\xa7\xc3\xa3o de recupera\xc3\xa7\xc3\xa3o judicial em fal\xc3\xaancia,5
Thu,Corpo Feminino,1
Thu,Corre\xc3\xa7\xc3\xa3o Monet\xc3\xa1ria,10
Thu,Corretagem,669
Thu,Corrup\xc3\xa7\xc3\xa3o ativa,514
Thu,Corrup\xc3\xa7\xc3\xa3o de Menores,20
Thu,Corrup\xc3\xa7\xc3\xa3o passiva,218
Thu,CORRUPCAO DE MENORES,5
Thu,CPMF,1
Thu,Cr\xc3\xa9dito Pr\xc3\xaamio,2
Thu,Cr\xc3\xa9dito Rural,87
Thu,Cr\xc3\xa9dito Tribut\xc3\xa1rio,50
Thu,Crema\xc3\xa7\xc3\xa3o,1
Thu,Crime contra o P\xc3\xa1trio,173
Thu,Crimes Contra a Administra\xc3\xa7\xc3\xa3o da Justi\xc3\xa7a,28
Thu,Crimes Contra a Assist\xc3\xaancia Familiar,2
Thu,Crimes contra a Economia Popular,8
Thu,Crimes contra a F\xc3\xa9 P\xc3\xbablica,12
Thu,Crimes contra a Fauna,193
Thu,Crimes contra a Flora,429
Thu,Crimes contra a Honra,3
Thu,Crimes contra a Incolumidade P\xc3\xbablica,5
Thu,Crimes contra a liberdade pessoal,15
Thu,Crimes Contra a Ordem Economica,10
Thu,Crimes contra a Paz P\xc3\xbablica,1
Thu,Crimes contra a vida,9
Thu,Crimes contra as Marcas,8
Thu,Crimes contra as Rela\xc3\xa7\xc3\xb5es de Consumo,1151
Thu,Crimes contra as Telecomunica\xc3\xa7\xc3\xb5es,3
Thu,Crimes Contra o Estado de Filia\xc3\xa7\xc3\xa3o,1
Thu,Crimes contra o Meio Ambiente e o Patrim\xc3\xb4nio Gen\xc3\xa9tico,12
Thu,Crimes contra o Patrim\xc3\xb4nio,10
Thu,Crimes Contra o Sistema Financeiro,1
Thu,Crimes contra os Costumes,8
Thu,Crimes contra Patente de Inven\xc3\xa7\xc3\xa3o,1
Thu,Crimes da Lei de licita\xc3\xa7\xc3\xb5es,369
Thu,Crimes de Abuso de Autoridade,38
Thu,Crimes de Imprensa,8
Thu,Crimes de Lavagem ou Oculta\xc3\xa7\xc3\xa3o de Bens,79
Thu,Crimes de Responsabilidade,279
Thu,Crimes de Tortura,156
Thu,Crimes de Tr\xc3\xa1fico Il\xc3\xadcito e uso indevido de drogas,1277
Thu,Crimes de Tr\xc3\xa1fico Il\xc3\xadcito e Uso Indevido de Drogas,33
Thu,Crimes de Tr\xc3\xa2nsito,4562
Thu,Crimes do Sistema Nacional de Armas,20581
Thu,Crimes Eleitorais,3
Thu,Crimes Falimentares,82
Thu,Crimes Militares,14
Thu,Crimes Praticados por Funcion\xc3\xa1rios P\xc3\xbablicos Contra a Administra\xc3\xa7\xc3\xa3o em Geral,5
Thu,Crimes Praticados por Particular Contra a Administra\xc3\xa7\xc3\xa3o em Geral,2
Thu,Crimes Previstos na Legisla\xc3\xa7\xc3\xa3o Extravagante,44
Thu,Crimes Previstos no Estatuto da crian\xc3\xa7a e do adolescente,317
Thu,Crimes Previstos no Estatuto do Idoso,82
Thu,Crimes Resultante de Preconceito de Ra\xc3\xa7a ou de Cor,5
Thu,Curadoria dos bens do ausente,9
Thu,Curandeirismo,1
Thu,Curso de Forma\xc3\xa7\xc3\xa3o,94
Thu,Custeio de Assist\xc3\xaancia M\xc3\xa9dica,11
Thu,D\xc3\xadvida Ativa n\xc3\xa3o,537
Thu,D\xc3\xadvida P\xc3\xbablica Mobili\xc3\xa1ria,4
Thu,Da Polui\xc3\xa7\xc3\xa3o,416
Thu,Da\xc3\xa7\xc3\xa3o em Pagamento,5
Thu,Dano,88
Thu,Dano Ambiental,25
Thu,Dano ao Er\xc3\xa1rio,61
Thu,Dano Qualificado,221
Thu,Data Base,1
Thu,de Abuso de Autoridade,1
Thu,De Imprensa,1
Thu,De Tortura,1
Thu,De Tr\xc3\xa1fico Il\xc3\xadcito e Uso Indevido de Drogas,296
Thu,De Tr\xc3\xa2nsito,11
Thu,Deb\xc3\xaantures,19
Thu,Decad\xc3\xaancia,2
Thu,Decorrente de Viol\xc3\xaancia Dom\xc3\xa9stica,4451
Thu,Decreta\xc3\xa7\xc3\xa3o de Of\xc3\xadcio,1
Thu,Defeito,5
Thu,Defensoria P\xc3\xbablica,14
Thu,Defrauda\xc3\xa7\xc3\xa3o de Penhor,2
Thu,Demiss\xc3\xa3o ou Exonera\xc3\xa7\xc3\xa3o,101
Thu,Denuncia\xc3\xa7\xc3\xa3o caluniosa,880
Thu,Dep\xc3\xb3sito,46
Thu,Dep\xc3\xb3sito Judicial,3
Thu,Desabamento ou desmoronamento,5
Thu,Desacato,721
Thu,Desapropria\xc3\xa7\xc3\xa3o,443
Thu,Desapropria\xc3\xa7\xc3\xa3o de Im\xc3\xb3vel Urbano,16
Thu,Desapropria\xc3\xa7\xc3\xa3o Indireta,197
Thu,Desapropria\xc3\xa7\xc3\xa3o por Interesse Social Comum,4
Thu,Desapropria\xc3\xa7\xc3\xa3o por Utilidade P\xc3\xbablica,306
Thu,Desastre ferrovi\xc3\xa1rio,2
Thu,Desconsidera\xc3\xa7\xc3\xa3o da Personalidade Jur\xc3\xaddica,11
Thu,Desconto em folha de pagamento,240
Thu,Descontos Indevidos,1740
Thu,Desenho Industrial,17
Thu,Deserda\xc3\xa7\xc3\xa3o,5
Thu,Desobedi\xc3\xaancia,461
Thu,Desobedi\xc3\xaancia a decis\xc3\xa3o judicial sobre perda ou suspens\xc3\xa3o de direitos,420
Thu,Despacho de Cita\xc3\xa7\xc3\xa3o,1
Thu,Despejo para Uso de Ascendentes e Descendentes,9
Thu,Despejo para Uso Pr\xc3\xb3prio,132
Thu,Despejo por Den\xc3\xbancia Vazia,280
Thu,Despesas Condominiais,1909
Thu,Destrui\xc3\xa7\xc3\xa3o,3
Thu,Devolu\xc3\xa7\xc3\xa3o de contribui\xc3\xa7\xc3\xb5es previdenci\xc3\xa1rias pagas al\xc3\xa9m do teto,1
Thu,Di\xc3\xa1rias e Outras Indeniza\xc3\xa7\xc3\xb5es,74
Thu,Difama\xc3\xa7\xc3\xa3o,57
Thu,Difus\xc3\xa3o de doen\xc3\xa7a ou praga,1
Thu,DIREITO ADMINISTRATIVO E OUTRAS MAT\xc3\x89RIAS DE DIREITO P\xc3\x9aBLICO,978
Thu,Direito Autoral,308
Thu,DIREITO CIVIL,797
Thu,DIREITO DA CRIAN\xc3\x87A E DO ADOLESCENTE,4227
Thu,Direito de Greve,155
Thu,Direito de Imagem,231
Thu,Direito de Prefer\xc3\xaancia,8
Thu,Direito de Vizinhan\xc3\xa7a,1188
Thu,DIREITO DO CONSUMIDOR,1783
Thu,DIREITO DO TRABALHO,7
Thu,DIREITO MAR\xc3\x8dTIMO,4
Thu,DIREITO PENAL,1346
Thu,Direitos,55
Thu,Direitos da Personalidade,89
Thu,Direitos e T\xc3\xadtulos de Cr\xc3\xa9dito,32
Thu,Dirigente Sindical,26
Thu,Disponibilidade,5
Thu,Disposi\xc3\xa7\xc3\xa3o de coisa alheia como pr\xc3\xb3pria,40
Thu,Dissolu\xc3\xa7\xc3\xa3o,5639
Thu,Divis\xc3\xa3o e Demarca\xc3\xa7\xc3\xa3o,386
Thu,Do Sistema Nacional de Armas,66
Thu,Doa\xc3\xa7\xc3\xa3o,126
Thu,Doen\xc3\xa7a em Pessoa da Fam\xc3\xadlia,8
Thu,Dom\xc3\xadnio P\xc3\xbablico,33
Thu,Duplicata,3276
Thu,Duplicata Simulada,43
Thu,Edi\xc3\xa7\xc3\xa3o,1
Thu,Edital,36
Thu,Elei\xc3\xa7\xc3\xa3o,27
Thu,Elei\xc3\xa7\xc3\xb5es,5
Thu,Empr\xc3\xa9stimo consignado,1249
Thu,Empr\xc3\xa9stimos Compuls\xc3\xb3rios,41
Thu,Empregado P\xc3\xbablico,1426
Thu,Emprego de Processo Proibido,2
Thu,Emprego irregular de verbas ou rendas p\xc3\xbablicas,1
Thu,Empreitada,228
Thu,Energia El\xc3\xa9trica,53
Thu,Enfiteuse,1
Thu,Enquadramento,17
Thu,Enriquecimento il\xc3\xadcito,15
Thu,Enriquecimento sem Causa,21
Thu,Ensino Fundamental e M\xc3\xa9dio,6295
Thu,Ensino Superior,2263
Thu,Entrada e Perman\xc3\xaancia de Menores,13
Thu,Equil\xc3\xadbrio Financeiro,10
Thu,Equival\xc3\xaancia salarial,2
Thu,Erro M\xc3\xa9dico,893
Thu,Esbulho,2199
Thu,Esbulho possess\xc3\xb3rio,1
Thu,Escolaridade,20
Thu,Esp\xc3\xa9cies de Contratos,5080
Thu,Esp\xc3\xa9cies de T\xc3\xadtulos de Cr\xc3\xa9dito,2507
Thu,Est\xc3\xa1gio Probat\xc3\xb3rio,6
Thu,Estabelecimentos de Ensino,548
Thu,Estabilidade,15
Thu,Estaduais,71
Thu,Estatuto da crian\xc3\xa7a e do adolescente,6
Thu,Estelionato,2245
Thu,Estelionato Majorado,21
Thu,Estimat\xc3\xb3rio,2
Thu,Estupro,2866
Thu,ESTUPRO DE VULNERAVEL,2664
Thu,Evas\xc3\xa3o mediante viol\xc3\xaancia contra a pessoa,1
Thu,Evic\xc3\xa7\xc3\xa3o ou Vicio Redibit\xc3\xb3rio,4
Thu,Exame de Sa\xc3\xbade e,143
Thu,Exame Psicot\xc3\xa9cnico,208
Thu,Excesso de exa\xc3\xa7\xc3\xa3o,3
Thu,Exclus\xc3\xa3o,4
Thu,Exclus\xc3\xa3o de associado,10
Thu,Exclus\xc3\xa3o de herdeiro ou legat\xc3\xa1rio,10
Thu,Execu\xc3\xa7\xc3\xa3o Contratual,35
Thu,Exerc\xc3\xadcio arbitr\xc3\xa1rio das pr\xc3\xb3prias raz\xc3\xb5es,12
Thu,Exerc\xc3\xadcio arbitr\xc3\xa1rio ou abuso de poder,1
Thu,Exerc\xc3\xadcio em Outro Munic\xc3\xadpio,1
Thu,Exerc\xc3\xadcio Ilegal da Medicina,8
Thu,Exibicao de Documentos,374
Thu,Exig\xc3\xaancia de Pr\xc3\xa1tica Forense,1
Thu,Exonera\xc3\xa7\xc3\xa3o,1781
Thu,Expedi\xc3\xa7\xc3\xa3o de Certid\xc3\xa3o Positiva de D\xc3\xa9bito com Efeito de Negativa,10
Thu,Expedi\xc3\xa7\xc3\xa3o de CND,2
Thu,Explora\xc3\xa7\xc3\xa3o de prest\xc3\xadgio,1
Thu,Explos\xc3\xa3o,11
Thu,Expurgos Inflacion\xc3\xa1rios,3564
Thu,Extin\xc3\xa7\xc3\xa3o,1
Thu,Extin\xc3\xa7\xc3\xa3o do Cr\xc3\xa9dito Tribut\xc3\xa1rio,4
Thu,Extors\xc3\xa3o,457
Thu,Extors\xc3\xa3o mediante seq\xc3\xbcestro,176
Thu,Extors\xc3\xa3o mediante Seq\xc3\xbcestro Seguida de Morte,10
Thu,Extors\xc3\xa3o mediante Sequestro Seguida de Les\xc3\xa3o Corporal Grave,1
Thu,Extravio,5
Thu,Extravio de bagagem,108
Thu,F\xc3\xa9rias,1236
Thu,Fabrica\xc3\xa7\xc3\xa3o de Objeto Destinado a Produ\xc3\xa7\xc3\xa3o de Drogas e Condutas Afins,16
Thu,Falsa identidade,54
Thu,Falsidade de atestado m\xc3\xa9dico,7
Thu,Falsidade ideol\xc3\xb3gica,404
Thu,Falsidade material de atestado ou certid\xc3\xa3o,1
Thu,Falsifica\xc3\xa7\xc3\xa3o,275
Thu,Falsifica\xc3\xa7\xc3\xa3o de documento p\xc3\xbablico,675
Thu,Falsifica\xc3\xa7\xc3\xa3o de documento particular,97
Thu,Falsifica\xc3\xa7\xc3\xa3o de pap\xc3\xa9is p\xc3\xbablicos,8
Thu,Falsifica\xc3\xa7\xc3\xa3o do selo ou sinal p\xc3\xbablico,46
Thu,Falsifica\xc3\xa7\xc3\xa3o do sinal empregado no contraste de metal precioso ou na fiscaliza\xc3\xa7\xc3\xa3o alfandeg\xc3\xa1ria,5
Thu,Falso reconhecimento de firma ou letra,1
Thu,Falso testemunho ou falsa per\xc3\xadcia,358
Thu,Falta,34
Thu,Fam\xc3\xadlia,2149
Thu,Fato At\xc3\xadpico,25
Thu,Fato Gerador,2
Thu,Fatos Jur\xc3\xaddicos,48
Thu,Fauna,11
Thu,Favorecimento da Prostitui\xc3\xa7\xc3\xa3o,23
Thu,FAVORECIMENTO DA PROSTITUICAO OU OUTRA FORMA DE EXPLORACAO SEXUAL DE VULNERAVEL,75
Thu,Favorecimento real,34
Thu,Federais,1
Thu,Ferrovi\xc3\xa1rio,1
Thu,FGTS,1
Thu,Fian\xc3\xa7a,40
Thu,Financiamento de Produto,133
Thu,Financiamento ou Custeio de Produ\xc3\xa7\xc3\xa3o ou Tr\xc3\xa1fico de Drogas,9
Thu,Finsocial,3
Thu,Fiscaliza\xc3\xa7\xc3\xa3o,154
Thu,Fixa\xc3\xa7\xc3\xa3o,668
Thu,Flora,4
Thu,Fornecimento de \xc3\x81gua,1492
Thu,Fornecimento de Energia El\xc3\xa9trica,6978
Thu,Fornecimento de Medicamentos,1320
Thu,Franquia,66
Thu,Fraude \xc3\xa0 execu\xc3\xa7\xc3\xa3o,3
Thu,Fraude de lei sobre estrangeiros,5
Thu,Fraude na Entrega de Coisa,4
Thu,Fraude no Pagamento por Meio de Cheque,75
Thu,Fraude para Recebimento de Indeniza\xc3\xa7\xc3\xa3o ou Valor de Seguro,5
Thu,Fraude processual,15
Thu,Fuga de pessoa presa ou submetida a medida de seguran\xc3\xa7a,10
Thu,Funcionamento de Com\xc3\xa9rcio de Derivados de Petr\xc3\xb3leo,3
Thu,Funcionamento de Estabelecimentos Empresariais,23
Thu,Funda\xc3\xa7\xc3\xa3o de Direito Privado,21
Thu,Furto,7760
Thu,Furto de coisa comum,3
Thu,Furto de Ve\xc3\xadculo Automotor a ser Transportado para outro Estado ou Exterior,20
Thu,Furto Privilegiado,446
Thu,Furto Qualificado,14009
Thu,Garantias Constitucionais,436
Thu,Gest\xc3\xa3o de Neg\xc3\xb3cios,97
Thu,Gestante,33
Thu,Gradifica\xc3\xa7\xc3\xa3o de Desempenho de Atividade T\xc3\xa9cnico,1
Thu,Gratifica\xc3\xa7\xc3\xa3o de Incentivo,182
Thu,Gratifica\xc3\xa7\xc3\xa3o Incorporada,21
Thu,Gratifica\xc3\xa7\xc3\xa3o Natalina,485
Thu,Gratifica\xc3\xa7\xc3\xb5es da Lei 8,9
Thu,Gratifica\xc3\xa7\xc3\xb5es de Atividade,554
Thu,Gratifica\xc3\xa7\xc3\xb5es e Adicionais,1222
Thu,Gratifica\xc3\xa7\xc3\xb5es Estaduais Espec\xc3\xadficas,5
Thu,Gratifica\xc3\xa7\xc3\xb5es Municipais Espec\xc3\xadficas,100
Thu,Grav\xc3\xadssima,270
Thu,Grave,645
Thu,Guarda,2285
Thu,Habilita\xc3\xa7\xc3\xa3o,39
Thu,Habita\xc3\xa7\xc3\xa3o,12
Thu,Hipoteca,113
Thu,Homic\xc3\xaddio Privilegiado,217
Thu,Homic\xc3\xaddio Qualificado,17723
Thu,Homic\xc3\xaddio Simples,5502
Thu,Honorarios Profissionais,3464
Thu,Hora Extra,2
Thu,ICMS,9224
Thu,IE,4
Thu,II,1
Thu,Imiss\xc3\xa3o,712
Thu,Impedimento,2
Thu,Impostos,2433
Thu,Improbidade Administrativa,889
Thu,Imputa\xc3\xa7\xc3\xa3o do Pagamento,6
Thu,Inadimplemento,1975
Thu,Inc\xc3\xaandio,726
Thu,Incapacidade Laborativa Parcial,10
Thu,Incapacidade Laborativa Permanente,6
Thu,Incapacidade Laborativa Tempor\xc3\xa1ria,1
Thu,Incentivos fiscais,4
Thu,Inclus\xc3\xa3o de associado,6
Thu,Inclus\xc3\xa3o de Dependente,11
Thu,Inclus\xc3\xa3o Indevida em Cadastro de Inadimplentes,16472
Thu,Inconstitucionalidade Material,27
Thu,Incorpora\xc3\xa7\xc3\xa3o Imobili\xc3\xa1ria,2
Thu,Indeniza\xc3\xa7\xc3\xa3o,253
Thu,Indeniza\xc3\xa7\xc3\xa3o por Dano Ambiental,36
Thu,Indeniza\xc3\xa7\xc3\xa3o por Dano Material,6382
Thu,Indeniza\xc3\xa7\xc3\xa3o por Dano Moral,49537
Thu,Indeniza\xc3\xa7\xc3\xb5es Regulares,23
Thu,Indeniza\xc3\xa7ao por Dano Moral,48
Thu,Indisponibilidade de Bens,1
Thu,Indu\xc3\xa7\xc3\xa3o,1
Thu,Industrial,12
Thu,Induzimento,9
Thu,Inefic\xc3\xa1cia de atos em rela\xc3\xa7\xc3\xa3o \xc3\xa0 massa,1
Thu,Infantic\xc3\xaddio,10
Thu,Infra\xc3\xa7\xc3\xa3o Administrativa,230
Thu,Infra\xc3\xa7\xc3\xa3o de Medida Sanit\xc3\xa1ria Preventiva,1
Thu,Ingresso e Concurso,101
Thu,Ingresso e Exclus\xc3\xa3o dos S\xc3\xb3cios na Sociedade,76
Thu,Inj\xc3\xbaria,187
Thu,Inqu\xc3\xa9rito,32
Thu,Inscri\xc3\xa7\xc3\xa3o,67
Thu,Inser\xc3\xa7\xc3\xa3o de dados falsos em sistema de informa\xc3\xa7\xc3\xb5es,47
Thu,Inspe\xc3\xa7\xc3\xa3o Fitossanit\xc3\xa1ria,6
Thu,Inspe\xc3\xa7\xc3\xa3o Sanit\xc3\xa1ria de Origem Animal,14
Thu,Institui\xc3\xa7\xc3\xa3o de Bem de Fam\xc3\xadlia,2
Thu,Integralidade,790
Thu,Interdi\xc3\xa7\xc3\xa3o,25
Thu,Interesse Particular,1
Thu,Interna\xc3\xa7\xc3\xa3o com atividades externas,3
Thu,Interna\xc3\xa7\xc3\xa3o sem atividades externas,14
Thu,Interpreta\xc3\xa7\xc3\xa3o,639
Thu,Interven\xc3\xa7\xc3\xa3o do Estado na Propriedade,68
Thu,Interven\xc3\xa7\xc3\xa3o em Estado,33
Thu,Inutiliza\xc3\xa7\xc3\xa3o de edital ou de sinal,1
Thu,Invalidez Permanente,60
Thu,Invent\xc3\xa1rio e Partilha,5012
Thu,Investiga\xc3\xa7\xc3\xa3o de Maternidade,22
Thu,Investiga\xc3\xa7\xc3\xa3o de Paternidade,1413
Thu,IOC,3
Thu,IPI,2
Thu,IPTU,8236
Thu,IPVA,697
Thu,IRPF,585
Thu,IRPJ,1
Thu,Irredutibilidade de Vencimentos,75
Thu,Isonomia,658
Thu,ISS,2439
Thu,ITBI,242
Thu,ITCD,198
Thu,ITR,3
Thu,Jogo e Aposta,1
Thu,Jogos de Bingo e,5
Thu,Jornada de Trabalho,416
Thu,Juros,3
Thu,Juros de Mora,23
Thu,Lan\xc3\xa7amento,7
Thu,Latroc\xc3\xadnio,3544
Thu,Leasing Imobiliario,8
Thu,Legal,6
Thu,Lei de Imprensa,7
Thu,Les\xc3\xa3o Corporal,3
Thu,Les\xc3\xb5es Corporais,65
Thu,Letra de C\xc3\xa2mbio,22
Thu,Leve,731
Thu,Libera\xc3\xa7\xc3\xa3o de Ve\xc3\xadculo Apreendido,301
Thu,Liberdade assistida,1
Thu,Licen\xc3\xa7a,351
Thu,Licen\xc3\xa7a Capacita\xc3\xa7\xc3\xa3o,6
Thu,Licen\xc3\xa7a por Acidente em Servi\xc3\xa7o,1
Thu,Licen\xc3\xa7a Pr\xc3\xaamio,698
Thu,Licen\xc3\xa7as,407
Thu,Licenciamento,11
Thu,Licenciamento de Ve\xc3\xadculo,231
Thu,Licita\xc3\xa7\xc3\xb5es,737
Thu,Limita\xc3\xa7\xc3\xa3o Administrativa,2
Thu,Limita\xc3\xa7\xc3\xa3o de Juros,1
Thu,Limite de Idade,37
Thu,Liquida\xc3\xa7\xc3\xa3o,288
Thu,Loca\xc3\xa7\xc3\xa3o,12
Thu,Loca\xc3\xa7\xc3\xa3o de Im\xc3\xb3vel,8333
Thu,Loca\xc3\xa7\xc3\xa3o de M\xc3\xb3vel,224
Thu,Lota\xc3\xa7\xc3\xa3o,24
Thu,M\xc3\xbatuo,10223
Thu,Magist\xc3\xa9rio p\xc3\xbablico da educa\xc3\xa7\xc3\xa3o b\xc3\xa1sica,617
Thu,Magistratura,10
Thu,Mandato,2034
Thu,Marca,324
Thu,Maus Tratos,149
Thu,Media\xc3\xa7\xc3\xa3o para Servir a Lasc\xc3\xadvia de Outrem,1
Thu,Medicamento,4
Thu,Medidas S\xc3\xb3cioeducativas,149
Thu,Meio Ambiente,767
Thu,Mercado de Capitais,3
Thu,Militar,930
Thu,Minist\xc3\xa9rio P\xc3\xbablico,6
Thu,Modalidade,3
Thu,Moeda Falsa,157
Thu,Motim de presos,3
Thu,Movimentos Repetitivos,15
Thu,Multa,12
Thu,Multas e demais San\xc3\xa7\xc3\xb5es,2518
Thu,Munic\xc3\xadpio,20
Thu,Municipais,312
Thu,Nomea\xc3\xa7\xc3\xa3o,793
Thu,Nota de Cr\xc3\xa9dito Comercial,44
Thu,Nota de Cr\xc3\xa9dito Industrial,4
Thu,Nota de Cr\xc3\xa9dito Rural,23
Thu,Nota Promiss\xc3\xb3ria,2593
Thu,Nova\xc3\xa7\xc3\xa3o,14
Thu,Nulidade,13
Thu,Nulidade e Anula\xc3\xa7\xc3\xa3o de Partilha e Adjudica\xc3\xa7\xc3\xa3o de Heran\xc3\xa7a,47
Thu,Nulidade e Anula\xc3\xa7\xc3\xa3o de Testamento,98
Thu,NULL,86712
Thu,Obriga\xc3\xa7\xc3\xb5es,9970
Thu,Oferecimento de Drogas para Consumo Conjunto,13
Thu,Oferta,67
Thu,Omiss\xc3\xa3o de socorro,1
Thu,Or\xc3\xa7amento,4
Thu,Ordena\xc3\xa7\xc3\xa3o da Cidade,78
Thu,Organiza\xc3\xa7\xc3\xa3o Pol\xc3\xadtico,15
Thu,Organiza\xc3\xa7\xc3\xb5es Religiosas,5
Thu,Outras fraudes,7
Thu,Outras Subst\xc3\xa2ncias Nocivas a Sa\xc3\xbade P\xc3\xbablica,5
Thu,Overbooking,14
Thu,Pagamento,1671
Thu,Pagamento Atrasado,26
Thu,Pagamento com Sub,5
Thu,Pagamento em Consigna\xc3\xa7\xc3\xa3o,65
Thu,Pagamento Indevido,64
Thu,Parcelamento de Vencimentos,255
Thu,Parcelamento do solo urbano,79
Thu,Parceria Agr\xc3\xadcola e,223
Thu,Parlamentares,15
Thu,Partido Pol\xc3\xadtico,9
Thu,Parto Suposto,10
Thu,PASEP,1
Thu,Patente,47
Thu,Patrim\xc3\xb4nio Hist\xc3\xb3rico,20
Thu,Patroc\xc3\xadnio infiel,23
Thu,Peculato,542
Thu,Peculato mediante erro de outrem,8
Thu,Penalidades,6
Thu,Penhor,95
Thu,Pens\xc3\xa3o,1731
Thu,Pens\xc3\xa3o por Morte,438
Thu,Perda da Propriedade,13
Thu,Perdas e Danos,84
Thu,Periclita\xc3\xa7\xc3\xa3o da Vida e da Sa\xc3\xbade e Rixa,2
Thu,Perigo de cont\xc3\xa1gio de mol\xc3\xa9stia grave,1
Thu,Perigo de Cont\xc3\xa1gio Ven\xc3\xa9reo,3
Thu,Perigo para a vida ou sa\xc3\xbade de outrem,14
Thu,Pessoas Jur\xc3\xaddicas,130
Thu,Pessoas naturais,402
Thu,Peti\xc3\xa7\xc3\xa3o de Heran\xc3\xa7a,22
Thu,PIS,701
Thu,Piso Salarial,2633
Thu,Plano de Classifica\xc3\xa7\xc3\xa3o de Cargos,48
Thu,Planos de Sa\xc3\xbade,13155
Thu,Pobreza,1
Thu,Por Remi\xc3\xa7\xc3\xa3o,1
Thu,Posse,5840
Thu,Posse de Drogas para Consumo Pessoal,550
Thu,Posse e Exerc\xc3\xadcio,75
Thu,Posse Sexual Mediante Fraude,16
Thu,Praticados por Funcion\xc3\xa1rios P\xc3\xbablicos Contra a Administra\xc3\xa7\xc3\xa3o em Geral,1
Thu,Praticados por Particular Contra a Administra\xc3\xa7\xc3\xa3o em Geral,3
Thu,Praticagem,1
Thu,Prazo de Validade,24
Thu,Prefeito,27
Thu,Prefer\xc3\xaancias e Privil\xc3\xa9gios Credit\xc3\xb3rios,6
Thu,Prescri\xc3\xa7\xc3\xa3o,6
Thu,Presta\xc3\xa7\xc3\xa3o de Contas,30
Thu,Presta\xc3\xa7\xc3\xa3o de Servi\xc3\xa7os,5603
Thu,Presta\xc3\xa7\xc3\xa3o de servi\xc3\xa7os \xc3\xa0 comunidade,1
Thu,Prevarica\xc3\xa7\xc3\xa3o,9
Thu,Previd\xc3\xaancia privada,14031
Thu,Previlegiada,2
Thu,Previstos na Legisla\xc3\xa7\xc3\xa3o Extravagante,1
Thu,Processo Administrativo Disciplinar,21
Thu,Processo Administrativo Disciplinar ou Sindic\xc3\xa2ncia,198
Thu,Processo Disciplinar,13
Thu,Processo e Procedimento,5
Thu,Processo Legislativo,6
Thu,Programa de Computador,38
Thu,Programa de Desligamento Volunt\xc3\xa1rio,4
Thu,Promessa de Compra e Venda,12110
Thu,Promessa de Recompensa,6
Thu,Promo\xc3\xa7\xc3\xa3o,6558
Thu,Propriedade,1274
Thu,Propriedade Fiduci\xc3\xa1ria,38
Thu,Propriedade Intelectual,562
Thu,Propriedade Resol\xc3\xbavel,3
Thu,Prorroga\xc3\xa7\xc3\xa3o,1
Thu,Protesto Indevido de T\xc3\xadtulo,317
Thu,Prova de T\xc3\xadtulos,14
Thu,Pulsos Excedentes,6
Thu,Quadrilha ou Bando,90
Thu,Quinto Constitucional,2
Thu,Quita\xc3\xa7\xc3\xa3o,2
Thu,Readapta\xc3\xa7\xc3\xa3o,39
Thu,Reajuste de Presta\xc3\xa7\xc3\xb5es,7
Thu,Reajuste de Remunera\xc3\xa7\xc3\xa3o,113
Thu,Reajustes de Remunera\xc3\xa7\xc3\xa3o,8399
