weekDay,subject,count
Wed,Indeniza\xc3\xa7\xc3\xb5es Regulares,21
Wed,Indeniza\xc3\xa7ao por Dano Moral,56
Wed,Indu\xc3\xa7\xc3\xa3o,4
Wed,Industrial,3
Wed,Induzimento,7
Wed,Induzimento \xc3\xa0 Especula\xc3\xa7\xc3\xa3o,1
Wed,Inefic\xc3\xa1cia de atos em rela\xc3\xa7\xc3\xa3o \xc3\xa0 massa,1
Wed,Infantic\xc3\xaddio,4
Wed,Infra\xc3\xa7\xc3\xa3o Administrativa,398
Wed,Ingresso e Concurso,71
Wed,Ingresso e Exclus\xc3\xa3o dos S\xc3\xb3cios na Sociedade,31
Wed,Inj\xc3\xbaria,191
Wed,Inqu\xc3\xa9rito,77
Wed,Inscri\xc3\xa7\xc3\xa3o,97
Wed,Inspe\xc3\xa7\xc3\xa3o Fitossanit\xc3\xa1ria,16
Wed,Inspe\xc3\xa7\xc3\xa3o Sanit\xc3\xa1ria de Origem Animal,33
Wed,Institui\xc3\xa7\xc3\xa3o de Bem de Fam\xc3\xadlia,3
Wed,Integralidade,1021
Wed,Interdi\xc3\xa7\xc3\xa3o,77
Wed,Interesse Particular,15
Wed,Interna\xc3\xa7\xc3\xa3o com atividades externas,4
Wed,Interna\xc3\xa7\xc3\xa3o sem atividades externas,15
Wed,Interpreta\xc3\xa7\xc3\xa3o,714
Wed,Interven\xc3\xa7\xc3\xa3o do Estado na Propriedade,81
Wed,Interven\xc3\xa7\xc3\xa3o em Estado,37
Wed,Introdu\xc3\xa7\xc3\xa3o ou abandono de animais em propriedade alheia,1
Wed,Invalidez Permanente,94
Wed,Invent\xc3\xa1rio e Partilha,4347
Wed,Investiga\xc3\xa7\xc3\xa3o de Maternidade,19
Wed,Investiga\xc3\xa7\xc3\xa3o de Paternidade,1083
Wed,IOC,8
Wed,IPI,20
Wed,IPMF,1
Wed,IPTU,22015
Wed,IPVA,1899
Wed,IRPF,2257
Wed,IRPJ,18
Wed,Irredutibilidade de Vencimentos,64
Wed,Isonomia,630
Wed,ISS,5978
Wed,ITBI,517
Wed,ITCD,702
Wed,ITR,11
Wed,Jogo e Aposta,4
Wed,Jogos de Bingo e,8
Wed,Jornada de Trabalho,426
Wed,Juros,1
Wed,Juros de Mora,20
Wed,Lan\xc3\xa7amento,8
Wed,Latroc\xc3\xadnio,3603
Wed,Leasing Imobiliario,5
Wed,Legal,5
Wed,Lei de Imprensa,5
Wed,Les\xc3\xa3o Corporal,1
Wed,Les\xc3\xb5es Corporais,45
Wed,Letra de C\xc3\xa2mbio,16
Wed,Leve,652
Wed,Libera\xc3\xa7\xc3\xa3o de Ve\xc3\xadculo Apreendido,854
Wed,Liberdade assistida,1
Wed,Licen\xc3\xa7a,369
Wed,Licen\xc3\xa7a Capacita\xc3\xa7\xc3\xa3o,13
Wed,Licen\xc3\xa7a por Acidente em Servi\xc3\xa7o,5
Wed,Licen\xc3\xa7a Pr\xc3\xaamio,326
Wed,Licen\xc3\xa7as,861
Wed,Licenciamento,13
Wed,Licenciamento de Ve\xc3\xadculo,704
Wed,Licita\xc3\xa7\xc3\xb5es,1824
Wed,Limita\xc3\xa7\xc3\xa3o de Juros,1
Wed,Limite de Idade,47
Wed,Liquida\xc3\xa7\xc3\xa3o,241
Wed,Loca\xc3\xa7\xc3\xa3o,39
Wed,Loca\xc3\xa7\xc3\xa3o de Im\xc3\xb3vel,8557
Wed,Loca\xc3\xa7\xc3\xa3o de M\xc3\xb3vel,301
Wed,Lota\xc3\xa7\xc3\xa3o,22
Wed,Loterias,1
Wed,M\xc3\xbatuo,9963
Wed,Magist\xc3\xa9rio p\xc3\xbablico da educa\xc3\xa7\xc3\xa3o b\xc3\xa1sica,525
Wed,Magistratura,6
Wed,Mandato,2332
Wed,Marca,244
Wed,Massa Falida,3
Wed,Maus Tratos,138
Wed,Media\xc3\xa7\xc3\xa3o para Servir a Lasc\xc3\xadvia de Outrem,4
Wed,Medicamento,13
Wed,Medidas S\xc3\xb3cioeducativas,131
Wed,Meio Ambiente,1690
Wed,Militar,840
Wed,Minist\xc3\xa9rio P\xc3\xbablico,7
Wed,Modalidade,3
Wed,Moeda Falsa,6
Wed,Movimentos Repetitivos,6
Wed,Multa,17
Wed,Multas e demais San\xc3\xa7\xc3\xb5es,5460
Wed,Munic\xc3\xadpio,27
Wed,Municipais,959
Wed,Nomea\xc3\xa7\xc3\xa3o,922
Wed,Nota de Cr\xc3\xa9dito Comercial,86
Wed,Nota de Cr\xc3\xa9dito Industrial,10
Wed,Nota de Cr\xc3\xa9dito Rural,24
Wed,Nota Promiss\xc3\xb3ria,2218
Wed,Nova\xc3\xa7\xc3\xa3o,12
Wed,Nulidade,26
Wed,Nulidade e Anula\xc3\xa7\xc3\xa3o de Partilha e Adjudica\xc3\xa7\xc3\xa3o de Heran\xc3\xa7a,44
Wed,Nulidade e Anula\xc3\xa7\xc3\xa3o de Testamento,72
Wed,NULL,61405
Wed,Obriga\xc3\xa7\xc3\xb5es,8539
Wed,Oferecimento de Drogas para Consumo Conjunto,10
Wed,Oferta,49
Wed,Omiss\xc3\xa3o de socorro,1
Wed,Or\xc3\xa7amento,10
Wed,Ordena\xc3\xa7\xc3\xa3o da Cidade,163
Wed,Organiza\xc3\xa7\xc3\xa3o Pol\xc3\xadtico,28
Wed,Organiza\xc3\xa7\xc3\xb5es Religiosas,1
Wed,Outras fraudes,2
Wed,Overbooking,15
Wed,Pagamento,1398
Wed,Pagamento Atrasado,81
Wed,Pagamento com Sub,2
Wed,Pagamento em Consigna\xc3\xa7\xc3\xa3o,66
Wed,Pagamento Indevido,84
Wed,Paralisa\xc3\xa7\xc3\xa3o de trabalho de interesse coletivo,1
Wed,Parcelamento,3
Wed,Parcelamento de Vencimentos,334
Wed,Parcelamento do solo urbano,4
Wed,Parceria Agr\xc3\xadcola e,223
Wed,Parlamentares,52
Wed,Partido Pol\xc3\xadtico,10
Wed,Parto Suposto,9
Wed,PASEP,6
Wed,Patente,40
Wed,Patrim\xc3\xb4nio Hist\xc3\xb3rico,42
Wed,Pec\xc3\xbalios,3
Wed,Peculato,12
Wed,Penalidades,9
Wed,Penhor,47
Wed,Pens\xc3\xa3o,4468
Wed,Pens\xc3\xa3o por Morte,1230
Wed,Perda da Propriedade,10
Wed,Perdas e Danos,88
Wed,Periclita\xc3\xa7\xc3\xa3o da Vida e da Sa\xc3\xbade e Rixa,3
Wed,Perigo de cont\xc3\xa1gio de mol\xc3\xa9stia grave,1
Wed,Perigo para a vida ou sa\xc3\xbade de outrem,12
Wed,Pessoas Jur\xc3\xaddicas,90
Wed,Pessoas naturais,299
Wed,Peti\xc3\xa7\xc3\xa3o de Heran\xc3\xa7a,10
Wed,PIS,1731
Wed,Piso Salarial,2361
Wed,Plano de Classifica\xc3\xa7\xc3\xa3o de Cargos,24
Wed,Planos de Sa\xc3\xbade,10243
Wed,Pobreza,4
Wed,Polui\xc3\xa7\xc3\xa3o,4
Wed,Posse,3516
Wed,Posse de Drogas para Consumo Pessoal,501
Wed,Posse e Exerc\xc3\xadcio,95
Wed,Posse Sexual Mediante Fraude,35
Wed,Praticados por Particular Contra a Administra\xc3\xa7\xc3\xa3o em Geral,3
Wed,Praticagem,8
Wed,Prazo de Validade,19
Wed,Prefeito,52
Wed,Prescri\xc3\xa7\xc3\xa3o,7
Wed,Presta\xc3\xa7\xc3\xa3o de Contas,63
Wed,Presta\xc3\xa7\xc3\xa3o de Servi\xc3\xa7os,5083
Wed,Presta\xc3\xa7\xc3\xa3o de servi\xc3\xa7os \xc3\xa0 comunidade,4
Wed,Previd\xc3\xaancia privada,11327
Wed,Previlegiada,2
Wed,Processo Administrativo Disciplinar,32
Wed,Processo Administrativo Disciplinar ou Sindic\xc3\xa2ncia,229
Wed,Processo Disciplinar,16
Wed,Processo e Procedimento,5
Wed,Processo Legislativo,1
Wed,Produto Impr\xc3\xb3prio,1
Wed,Programa de Computador,20
Wed,Programa de Desligamento Volunt\xc3\xa1rio,7
Wed,Promessa de Compra e Venda,7081
Wed,Promessa de Recompensa,9
Wed,Promo\xc3\xa7\xc3\xa3o,6398
Wed,Propriedade,775
Wed,Propriedade Fiduci\xc3\xa1ria,24
Wed,Propriedade Intelectual,500
Wed,Prorroga\xc3\xa7\xc3\xa3o,4
Wed,Protesto Indevido de T\xc3\xadtulo,347
Wed,Prova de T\xc3\xadtulos,22
Wed,Provis\xc3\xb3ria,5
Wed,Pulsos Excedentes,1
Wed,Quadrilha ou Bando,107
Wed,Quanto \xc3\xa0 Embarca\xc3\xa7\xc3\xa3o,1
Wed,Quinto Constitucional,1
Wed,Quita\xc3\xa7\xc3\xa3o,1
Wed,Readapta\xc3\xa7\xc3\xa3o,36
Wed,Reajuste de Presta\xc3\xa7\xc3\xb5es,15
Wed,Reajuste de Remunera\xc3\xa7\xc3\xa3o,93
Wed,Reajustes de Remunera\xc3\xa7\xc3\xa3o,9482
Wed,Recepta\xc3\xa7\xc3\xa3o,3584
Wed,Recepta\xc3\xa7\xc3\xa3o Qualificada,546
Wed,Recolhimento e Tratamento de Lixo,1
Wed,Recondu\xc3\xa7\xc3\xa3o,16
Wed,Reconhecimento,3464
Wed,Recupera\xc3\xa7\xc3\xa3o extrajudicial,4
Wed,Recupera\xc3\xa7\xc3\xa3o judicial e Fal\xc3\xaancia,1772
Wed,Recursos Administrativos,10
Wed,Recursos H\xc3\xaddricos,3
Wed,Recusa,15
Wed,Redistribui\xc3\xa7\xc3\xa3o,2
Wed,Redu\xc3\xa7\xc3\xa3o da Capacidade Auditiva,39
Wed,Reforma,7
Wed,Regime,2
Wed,Regime de Bens Entre os C\xc3\xb4njuges,89
Wed,Regime Estatut\xc3\xa1rio,120
Wed,Regime Previdenci\xc3\xa1rio,118
Wed,Registro Civil das Pessoas Naturais,137
Wed,Registro das Pessoas Juridicas d de Titulos E,23
Wed,Registro de \xc3\x93bito ap\xc3\xb3s prazo legal,2
Wed,Registro de Im\xc3\xb3veis,249
Wed,Registro de nascimento ap\xc3\xb3s prazo legal,2
Wed,Registro de Nascimento de Filho de Brasileiro Nascido no Exterior,2
Wed,Registro de Nascimento Inexistente,1
Wed,Registro em Cadastro,1027
Wed,Registro em Cadastro de An\xc3\xa1lise de Cr\xc3\xa9dito,384
Wed,Registro em Cadastro de Inadimplentes,5183
Wed,Registro para comercializa\xc3\xa7\xc3\xa3o de dados cadastrais de consumidores,264
Wed,REGISTROS P\xc3\x9aBLICOS,33
Wed,Regulamenta\xc3\xa7\xc3\xa3o de Visitas,505
Wed,Reintegra\xc3\xa7\xc3\xa3o,435
Wed,Reivindica\xc3\xa7\xc3\xa3o,295
Wed,Rela\xc3\xa7\xc3\xb5es de Parentesco,264
Wed,Remiss\xc3\xa3o das D\xc3\xadvidas,3
Wed,Remo\xc3\xa7\xc3\xa3o,84
Wed,Remunera\xc3\xa7\xc3\xa3o,38
Wed,Repasse de Duod\xc3\xa9cimos,1
Wed,Repasse de Verbas P\xc3\xbablicas,18
Wed,Repeti\xc3\xa7\xc3\xa3o de ind\xc3\xa9bito,132
Wed,Representa\xc3\xa7\xc3\xa3o comercial,965
Wed,Rescis\xc3\xa3o,155
Wed,Rescis\xc3\xa3o do contrato e devolu\xc3\xa7\xc3\xa3o do dinheiro,1246
Wed,Reserva de Dominio,126
Wed,Reserva de Vagas para Deficientes,28
Wed,Reserva Remunerada,20
Wed,Resgate de Contribui\xc3\xa7\xc3\xa3o,49
Wed,Resist\xc3\xaancia,16
Wed,Responsabilidade Civil,22870
Wed,Responsabilidade Civil do Empregador,151
Wed,Responsabilidade Civil do Servidor P\xc3\xbablico,4
Wed,Responsabilidade Contratual,18
Wed,Responsabilidade da Administra\xc3\xa7\xc3\xa3o,2215
Wed,Responsabilidade do Fornecedor,445
Wed,Responsabilidade dos s\xc3\xb3cios,19
Wed,Responsabilidade Extracontratual,1
Wed,Restabelecimento,749
Wed,Restitui\xc3\xa7\xc3\xa3o de \xc3\xa1rea,1
Wed,Retifica\xc3\xa7\xc3\xa3o de \xc3\x81rea de Im\xc3\xb3vel,2
Wed,Retifica\xc3\xa7\xc3\xa3o de Data de Nascimento,22
Wed,Retifica\xc3\xa7\xc3\xa3o de Nome,121
Wed,Retifica\xc3\xa7\xc3\xa3o de Sexo,13
Wed,Retrocess\xc3\xa3o,1
Wed,Revers\xc3\xa3o,3
Wed,Revis\xc3\xa3o,2188
Wed,Revis\xc3\xa3o do Saldo Devedor,19
Wed,Revis\xc3\xa3o Geral Anual,11
Wed,Revoga\xc3\xa7\xc3\xa3o,77
Wed,Revoga\xc3\xa7\xc3\xa3o de atos praticados em preju\xc3\xadzo de credores e da massa,6
Wed,Roubo,6997
Wed,Roubo Majorado,30585
Wed,Rufianismo,4
Wed,Rural,38
Wed,Sa\xc3\xbade,2147
Wed,Sal\xc3\xa1rio,95
Wed,San\xc3\xa7\xc3\xb5es Administrativas,10
Wed,Saneamento,6
Wed,SATISFACAO DE LASCIVIA MEDIANTE PRESENCA DE CRIANCA OU ADOLESCENTE,20
Wed,Se\xc3\xa7\xc3\xa3o C\xc3\xadvel,126
Wed,Seguida de Morte,98
Wed,Seguro,24176
Wed,Seq\xc3\xbcestro e c\xc3\xa1rcere privado,154
Wed,Servi\xc3\xa7o Militar,5
Wed,Servi\xc3\xa7o Militar dos Profissionais da Sa\xc3\xbade,1
Wed,Servi\xc3\xa7os,709
Wed,Servi\xc3\xa7os Hospitalares,219
Wed,Servi\xc3\xa7os Profissionais,278
Wed,Servid\xc3\xa3o,96
Wed,Servid\xc3\xa3o Administrativa,51
Wed,Servidao de Eletroduto,253
Wed,Servidor P\xc3\xbablico Civil,6198
Wed,Servidores Ativos,87
Wed,Servidores Inativos,424
Wed,Sistema Financeiro da Habita\xc3\xa7\xc3\xa3o,1563
Wed,Sistema Nacional de Tr\xc3\xa2nsito,4070
Wed,Sistema Remunerat\xc3\xb3rio e Benef\xc3\xadcios,13710
Wed,Sociedade,576
Wed,Sonega\xc3\xa7\xc3\xa3o de papel ou objeto de valor probat\xc3\xb3rio,2
Wed,Sonega\xc3\xa7\xc3\xa3o do Estado de Filia\xc3\xa7\xc3\xa3o,1
Wed,Sub,2
Wed,Subs\xc3\xaddios,8
Wed,Substitui\xc3\xa7\xc3\xa3o do Produto,308
Wed,Subtra\xc3\xa7\xc3\xa3o de Incapazes,2
Wed,Sucess\xc3\xa3o Provis\xc3\xb3ria,5
Wed,Sucess\xc3\xb5es,1734
Wed,Suspens\xc3\xa3o,35
Wed,Suspens\xc3\xa3o da Exigibilidade,39
Wed,Susta\xc3\xa7\xc3\xa3o,7
Wed,Susta\xc3\xa7\xc3\xa3o de Protesto,806
Wed,T\xc3\xadtulos da D\xc3\xadvida P\xc3\xbablica,6
Wed,T\xc3\xadtulos de Cr\xc3\xa9dito,117
Wed,Tabelionato de Protestos de T\xc3\xadtulos,8
Wed,Tarifas,670
Wed,Taxa de Coleta de Lixo,315
Wed,Taxa de Fiscaliza\xc3\xa7\xc3\xa3o Ambiental,5
Wed,Taxa de Fiscaliza\xc3\xa7\xc3\xa3o da Comiss\xc3\xa3o de Valores Mobili\xc3\xa1rios,1
Wed,Taxa de Ilumina\xc3\xa7\xc3\xa3o P\xc3\xbablica,189
Wed,Taxa de Licen\xc3\xa7a de Importa\xc3\xa7\xc3\xa3o,1
Wed,Taxa de Licenciamento de Estabelecimento,369
Wed,Taxa de Limpeza P\xc3\xbablica,74
Wed,Taxa de Melhoramento de Portos,2
Wed,Taxa de Ocupa\xc3\xa7\xc3\xa3o,4
Wed,Taxa de Preven\xc3\xa7\xc3\xa3o e Combate a Inc\xc3\xaandio,22
Wed,Taxa Judici\xc3\xa1ria,22
Wed,Taxas,686
Wed,Telefonia,23219
Wed,Tempo de Servi\xc3\xa7o,101
Wed,Teto Salarial,14
Wed,Tr\xc3\xa1fico de Drogas e Condutas Afins,33604
Wed,Transa\xc3\xa7\xc3\xa3o,537
Wed,Transfer\xc3\xaancia,25
Wed,Transfer\xc3\xaancia de cotas,21
Wed,Transfer\xc3\xaancia de Financiamento,1
Wed,Transfer\xc3\xaancia para reserva,9
Wed,Transmiss\xc3\xa3o,1
Wed,Transporte A\xc3\xa9reo,757
Wed,Transporte Aquavi\xc3\xa1rio,9
Wed,Transporte de Coisas,599
Wed,Transporte de Pessoas,935
Wed,Transporte Terrestre,108
Wed,Tratamento da Pr\xc3\xb3pria Sa\xc3\xbade,41
Wed,Tratamento M\xc3\xa9dico,46855
Wed,Tratamento Medico,4398
Wed,Troca ou Permuta,38
Wed,Turismo,62
Wed,Tutela e Curatela,364
Wed,Ultraje P\xc3\xbablico ao Pudor,22
Wed,Uni\xc3\xa3o Est\xc3\xa1vel ou Concubinato,491
Wed,Uni\xc3\xa3o Homoafetiva,25
Wed,Unidade de Conserva\xc3\xa7\xc3\xa3o da Natureza,19
Wed,Unidade de terapia intensiva,79
Wed,Uso,8
Wed,Uso de documento falso,32
Wed,Uso ou Tr\xc3\xa1fico de Drogas,20
Wed,Usucapi\xc3\xa3o da L 6,52
Wed,Usucapi\xc3\xa3o Especial,77
Wed,Usucapi\xc3\xa3o Especial Coletiva,7
Wed,Usucapi\xc3\xa3o Extraordin\xc3\xa1ria,731
Wed,Usucapi\xc3\xa3o Ordin\xc3\xa1ria,212
Wed,Usucapiao,16
Wed,Usufruto,23
Wed,Usufruto e Administra\xc3\xa7\xc3\xa3o dos Bens de Filhos Menores,11
Wed,V\xc3\xadcios de Constru\xc3\xa7\xc3\xa3o,5
Wed,Vaga de garagem,11
Wed,Ve\xc3\xadculos,10
Wed,Verba de Representa\xc3\xa7\xc3\xa3o,3
Wed,Viagem ao Exterior,3
Wed,Viagem Nacional,1
Wed,Vilip\xc3\xaandio a Cad\xc3\xa1ver,1
Wed,Viol\xc3\xaancia Dom\xc3\xa9stica contra a Mulher,11
Wed,Viola\xc3\xa7\xc3\xa3o a Sepultura,2
Wed,Viola\xc3\xa7\xc3\xa3o aos Princ\xc3\xadpios Administrativos,41
Wed,Viola\xc3\xa7\xc3\xa3o de comunica\xc3\xa7\xc3\xa3o telegr\xc3\xa1fica,1
Wed,Viola\xc3\xa7\xc3\xa3o de direito autoral,30
Wed,Viola\xc3\xa7\xc3\xa3o de domic\xc3\xadlio,97
Wed,Volunt\xc3\xa1ria,20
Wed,Warrant,1
Thu,\xc3\x81gua e,15
Thu,\xc3\x81guas P\xc3\xbablicas,131
Thu,\xc3\x81rea de Preserva\xc3\xa7\xc3\xa3o Permanente,1
Thu,\xc3\x8dndice da Al\xc3\xadquota,1
Thu,\xc3\x8dndice da URV Lei 8,10
Thu,1,696
Thu,Abandono de incapaz,28
Thu,Abandono Intelectual,143
Thu,Abandono Material,331
Thu,Abatimento proporcional do pre\xc3\xa7o,185
Thu,Abono de Perman\xc3\xaancia,588
Thu,Abono de Perman\xc3\xaancia em Servi\xc3\xa7o,1
Thu,Abono Pecuni\xc3\xa1rio,13
Thu,Aborto,1
Thu,Aborto provocado pela gestante ou com o seu consentimento,22
Thu,Aborto provocado por terceiro,43
Thu,Aborto qualificado,1
Thu,Abuso de Incapazes,8
Thu,Abuso Sexual,60
Thu,Acess\xc3\xa3o,5
Thu,Acidente A\xc3\xa9reo,20
Thu,Acidente de Tr\xc3\xa2nsito,4668
Thu,Acidente de Trabalho,520
Thu,Acidente De Trabalho,1031
Thu,Acompanhamento de C\xc3\xb4njuge ou Companheiro,11
Thu,Acumula\xc3\xa7\xc3\xa3o de Cargos,36
Thu,Adicional de Fronteira,1
Thu,Adicional de Horas Extras,588
Thu,Adicional de Insalubridade,1336
Thu,Adicional de Periculosidade,235
Thu,Adicional de Produtividade,8
Thu,Adicional de Servi\xc3\xa7o Noturno,1803
Thu,Adicional por Tempo de Servi\xc3\xa7o,110
Thu,Adidos,1
Thu,Adimplemento e Extin\xc3\xa7\xc3\xa3o,60
Thu,Adjudica\xc3\xa7\xc3\xa3o Compuls\xc3\xb3ria,501
Thu,Administra\xc3\xa7\xc3\xa3o,54
Thu,Administra\xc3\xa7\xc3\xa3o de Heran\xc3\xa7a,83
Thu,Administra\xc3\xa7\xc3\xa3o judicial,46
Thu,Admiss\xc3\xa3o,189
Thu,Ado\xc3\xa7\xc3\xa3o de Adolescente,12
Thu,Ado\xc3\xa7\xc3\xa3o de Crian\xc3\xa7a,214
Thu,Ado\xc3\xa7\xc3\xa3o de Maior,20
Thu,Ado\xc3\xa7\xc3\xa3o Internacional,3
Thu,Ado\xc3\xa7\xc3\xa3o Nacional,25
Thu,Adultera\xc3\xa7\xc3\xa3o de Sinal Identificador de Ve\xc3\xadculo Automotor,1420
Thu,Advert\xc3\xaancia,3
Thu,Afastamento,4
Thu,Afastamento do Cargo,2
Thu,Ag\xc3\xaancie e Distribui\xc3\xa7\xc3\xa3o,18
Thu,Agenciamento,1
Thu,Agentes Pol\xc3\xadticos,20
Thu,Agrega\xc3\xa7\xc3\xa3o,2
Thu,Agrot\xc3\xb3xicos,89
Thu,Aliena\xc3\xa7\xc3\xa3o Fiduci\xc3\xa1ria,156424
Thu,Aliena\xc3\xa7\xc3\xa3o Judicial,22
Thu,Aliena\xc3\xa7\xc3\xa3o ou Onera\xc3\xa7\xc3\xa3o Fraudulenta de Coisa Pr\xc3\xb3pria,5
Thu,Aliena\xc3\xa7\xc3\xa3o Parental,11
Thu,Alimentos,8825
Thu,Alistamento,4
Thu,Altera\xc3\xa7\xc3\xa3o de capital,2
Thu,Altera\xc3\xa7\xc3\xa3o de Coisa Comum,45
Thu,Aluguel de Embarca\xc3\xa7\xc3\xb5es,3
Thu,Amamenta\xc3\xa7\xc3\xa3o,3
Thu,Amea\xc3\xa7a,3290
Thu,Anistia,3
Thu,Anula\xc3\xa7\xc3\xa3o,357
Thu,Anula\xc3\xa7\xc3\xa3o de D\xc3\xa9bito Fiscal,63
Thu,Anula\xc3\xa7\xc3\xa3o e Corre\xc3\xa7\xc3\xa3o de Provas,142
Thu,Apologia de Crime ou Criminoso,2
Thu,Aposentadoria,1105
Thu,Aposentadoria Especial,7
Thu,Aposentadoria por Idade,6
Thu,Aposentadoria por Invalidez,317
Thu,Aposentadoria por Invalidez Acident\xc3\xa1ria,182
Thu,Aposentadoria por Tempo de Contribui\xc3\xa7\xc3\xa3o,4
Thu,Aposentadoria por Tempo de Servi\xc3\xa7o,3
Thu,Apreens\xc3\xa3o,13
Thu,Apropria\xc3\xa7\xc3\xa3o de Coisa Achada,2
Thu,Apropria\xc3\xa7\xc3\xa3o de Coisa Havida por Erro,2
Thu,Apropria\xc3\xa7\xc3\xa3o ind\xc3\xa9bita,905
Thu,Apropria\xc3\xa7\xc3\xa3o ind\xc3\xa9bita Previdenci\xc3\xa1ria,9
Thu,Apura\xc3\xa7\xc3\xa3o de haveres,93
Thu,Aquisi\xc3\xa7\xc3\xa3o,753
Thu,Aquisi\xc3\xa7\xc3\xa3o de ve\xc3\xadculos automotores,1
Thu,Arquivamento Administrativo,1
Thu,Arras ou Sinal,3
Thu,Arrendamento Mercantil,14477
Thu,Arrendamento Rural,1216
Thu,Ass\xc3\xa9dio Sexual,19
Thu,Assembl\xc3\xa9ia,82
Thu,Assinatura B\xc3\xa1sica Mensal,151
Thu,Assist\xc3\xaancia \xc3\xa0 Sa\xc3\xbade,140
Thu,Assist\xc3\xaancia M\xc3\xa9dico,2
Thu,Assist\xc3\xaancia Pr\xc3\xa9,4
Thu,Associa\xc3\xa7\xc3\xa3o,271
Thu,Associa\xc3\xa7\xc3\xa3o para a Produ\xc3\xa7\xc3\xa3o e Tr\xc3\xa1fico e Condutas Afins,522
Thu,Assun\xc3\xa7\xc3\xa3o de D\xc3\xadvida,7
Thu,Assun\xc3\xa7\xc3\xa3o de Obriga\xc3\xa7\xc3\xa3o no \xc3\x9altimo Ano do Mandado ou Legislatura,36
Thu,Atentado ao Pudor Mediante Fraude,1
Thu,Atentado Violento ao Pudor,1836
Thu,Atividade Pol\xc3\xadtica,13
Thu,Ato,141
Thu,Ato Infracional,3137
Thu,Ato Lesivo ao Patrim\xc3\xb4nio Art\xc3\xadstico,23
Thu,Atos Administrativos,1288
Thu,Atos Unilaterais,71
Thu,ATP,1
Thu,Atraso de v\xc3\xb4o,89
Thu,Autofal\xc3\xaancia,95
Thu,Aux\xc3\xadlio,45123
Thu,Averba\xc3\xa7\xc3\xa3o,16
Thu,Banc\xc3\xa1rios,4819
Thu,Bem de Fam\xc3\xadlia,301
Thu,Benef\xc3\xadcio Assistencial,3
Thu,Benef\xc3\xadcios em Esp\xc3\xa9cie,840
Thu,Benfeitorias,26
Thu,Bens P\xc3\xbablicos,53
Thu,Bloqueio de Matr\xc3\xadcula,4
Thu,Bloqueio de Valores de Contas P\xc3\xbablicas,1
Thu,Bolsa de Valores,1
Thu,Busca e Apreens\xc3\xa3o de Menores,275
Thu,C\xc3\xa1lculo de ICMS por dentro,5
Thu,C\xc3\xa2mbio,2
Thu,C\xc3\xa9dula de Cr\xc3\xa9dito \xc3\xa0 Exporta\xc3\xa7\xc3\xa3o,7
Thu,C\xc3\xa9dula de Cr\xc3\xa9dito Banc\xc3\xa1rio,334
Thu,C\xc3\xa9dula de Cr\xc3\xa9dito Comercial,55
Thu,C\xc3\xa9dula de Cr\xc3\xa9dito Industrial,16
Thu,C\xc3\xa9dula de Cr\xc3\xa9dito Rural,981
Thu,C\xc3\xa9dula de Produto Rural,225
Thu,C\xc3\xa9dula Hipotec\xc3\xa1ria,73
Thu,Cadastro de An\xc3\xa1lise de Cr\xc3\xa9dito,9143
Thu,Cal\xc3\xbania,227
Thu,Cancelamento de Hipoteca,8
Thu,Cancelamento de Protesto,273
Thu,Cancelamento de v\xc3\xb4o,91
Thu,Capacidade,2352
Thu,Capitaliza\xc3\xa7\xc3\xa3o,2
Thu,Cart\xc3\xa3o de Cr\xc3\xa9dito,2303
Thu,Carta de fian\xc3\xa7a,1
Thu,Casa de Prostitui\xc3\xa7\xc3\xa3o,22
Thu,Casamento,537
Thu,Cess\xc3\xa3o de Cr\xc3\xa9dito,92
Thu,Cess\xc3\xa3o de cr\xc3\xa9ditos n\xc3\xa3o,12
Thu,Cheque,5160
Thu,Classifica\xc3\xa7\xc3\xa3o de cr\xc3\xa9ditos,75
Thu,Classifica\xc3\xa7\xc3\xa3o e,606
Thu,CND,6
Thu,CNH,762
Thu,Coa\xc3\xa7\xc3\xa3o no curso do processo,499
Thu,Cobran\xc3\xa7a indevida de liga\xc3\xa7\xc3\xb5es,103
Thu,Cofins,2595
Thu,Coisas,2962
Thu,Colabora\xc3\xa7\xc3\xa3o com Grupo,7
Thu,Coliga\xc3\xa7\xc3\xa3o,1
Thu,Comercializa\xc3\xa7\xc3\xa3o de dados cadastrais de consumidores,288
Thu,Comiss\xc3\xa3o,58
Thu,Comodato,263
Thu,Compensa\xc3\xa7\xc3\xa3o,18
Thu,Compensa\xc3\xa7\xc3\xa3o de Preju\xc3\xadzo,3
Thu,Complementa\xc3\xa7\xc3\xa3o de Benef\xc3\xadcio,22
Thu,Compra e Venda,6041
Thu,Compromisso,261
Thu,Compuls\xc3\xb3ria,6
Thu,Comunica\xc3\xa7\xc3\xa3o falsa de crime ou de contraven\xc3\xa7\xc3\xa3o,21
Thu,Concess\xc3\xa3o,534
Thu,Concurso de Credores,48
Thu,Concurso P\xc3\xbablico,2555
Thu,Concuss\xc3\xa3o,190
Thu,Condi\xc3\xa7\xc3\xb5es Especiais para Presta\xc3\xa7\xc3\xa3o de Prova,7
Thu,Condom\xc3\xadnio,1894
Thu,Condom\xc3\xadnio em Edif\xc3\xadcio,1171
Thu,Confus\xc3\xa3o,1
Thu,Cons\xc3\xb3rcio,3117
Thu,Conselhos Regionais e Afins,10
Thu,Constitui\xc3\xa7\xc3\xa3o,1
