yearMonth,type,count
2000-01-01,Agravo de Instrumento,12
2000-02-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,1
2000-02-01,Agravo,4
2000-02-01,Agravo de Instrumento,35
2000-02-01,Agravo Regimental,2
2000-02-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,151
2000-02-01,Apela\xc3\xa7\xc3\xa3o Crime,1
2000-02-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,25
2000-02-01,Embargos de Declara\xc3\xa7\xc3\xa3o,2
2000-02-01,Reexame Necess\xc3\xa1rio,1
2000-03-01,Agravo,17
2000-03-01,Agravo de Instrumento,93
2000-03-01,Agravo Interno,3
2000-03-01,Agravo Regimental,6
2000-03-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,279
2000-03-01,Apela\xc3\xa7\xc3\xa3o Crime,5
2000-03-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,119
2000-03-01,Conflito de Compet\xc3\xaancia,2
2000-03-01,Embargos de Declara\xc3\xa7\xc3\xa3o,30
2000-03-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,1
2000-03-01,Reexame Necess\xc3\xa1rio,21
2000-04-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,2
2000-04-01,Agravo,18
2000-04-01,Agravo de Instrumento,145
2000-04-01,Agravo Regimental,8
2000-04-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,343
2000-04-01,Apela\xc3\xa7\xc3\xa3o Crime,3
2000-04-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,89
2000-04-01,Embargos de Declara\xc3\xa7\xc3\xa3o,19
2000-04-01,Habeas Corpus,2
2000-04-01,Mandado de Seguran\xc3\xa7a,3
2000-04-01,Outros Feitos,1
2000-04-01,Reexame Necess\xc3\xa1rio,14
2000-05-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,2
2000-05-01,Agravo,11
2000-05-01,Agravo de Instrumento,319
2000-05-01,Agravo Interno,4
2000-05-01,Agravo Regimental,5
2000-05-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,596
2000-05-01,Apela\xc3\xa7\xc3\xa3o Crime,7
2000-05-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,53
2000-05-01,Conflito de Compet\xc3\xaancia,1
2000-05-01,Embargos de Declara\xc3\xa7\xc3\xa3o,78
2000-05-01,Habeas Corpus,3
2000-05-01,Impugna\xc3\xa7\xc3\xa3o ao Valor da Causa,1
2000-05-01,Mandado de Seguran\xc3\xa7a,1
2000-05-01,Medida Cautelar,1
2000-05-01,Reexame Necess\xc3\xa1rio,16
2000-06-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,3
2000-06-01,Agravo,58
2000-06-01,Agravo de Instrumento,411
2000-06-01,Agravo Interno,27
2000-06-01,Agravo Regimental,10
2000-06-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,1170
2000-06-01,Apela\xc3\xa7\xc3\xa3o Crime,45
2000-06-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,157
2000-06-01,Conflito de Compet\xc3\xaancia,4
2000-06-01,Embargos de Declara\xc3\xa7\xc3\xa3o,362
2000-06-01,Habeas Corpus,26
2000-06-01,Mandado de Seguran\xc3\xa7a,3
2000-06-01,Medida Cautelar Inominada,1
2000-06-01,Outros Feitos,2
2000-06-01,Outros Incidentes,1
2000-06-01,Processo Crime,3
2000-06-01,Recurso Crime,2
2000-06-01,Recurso de Of\xc3\xadcio,1
2000-06-01,Recurso em Sentido Estrito,5
2000-06-01,Reexame Necess\xc3\xa1rio,16
2000-07-01,Agravo,5
2000-07-01,Agravo Regimental,1
2000-07-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,1
2000-07-01,Apela\xc3\xa7\xc3\xa3o Crime,46
2000-07-01,Correi\xc3\xa7\xc3\xa3o Parcial,1
2000-07-01,Habeas Corpus,43
2000-07-01,Mandado de Seguran\xc3\xa7a,1
2000-07-01,Recurso de Of\xc3\xadcio,1
2000-07-01,Recurso em Sentido Estrito,8
2000-08-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,2
2000-08-01,Agravo,70
2000-08-01,Agravo de Instrumento,934
2000-08-01,Agravo em Execu\xc3\xa7\xc3\xa3o,4
2000-08-01,Agravo Interno,25
2000-08-01,Agravo Lei,1
2000-08-01,Agravo Regimental,52
2000-08-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,2495
2000-08-01,Apela\xc3\xa7\xc3\xa3o Crime,163
2000-08-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,308
2000-08-01,Conflito de Compet\xc3\xaancia,5
2000-08-01,Conflito de Jurisdi\xc3\xa7\xc3\xa3o,3
2000-08-01,Correi\xc3\xa7\xc3\xa3o Parcial,2
2000-08-01,Embargos de Declara\xc3\xa7\xc3\xa3o,418
2000-08-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,1
2000-08-01,Habeas Corpus,105
2000-08-01,Mandado de Seguran\xc3\xa7a,11
2000-08-01,Medida Cautelar,1
2000-08-01,Outros Feitos,3
2000-08-01,Outros Incidentes,3
2000-08-01,Processo Crime,6
2000-08-01,Queixa,1
2000-08-01,Recurso de Agravo,1
2000-08-01,Recurso de Of\xc3\xadcio,1
2000-08-01,Recurso em Sentido Estrito,39
2000-08-01,Reexame Necess\xc3\xa1rio,89
2000-09-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,1
2000-09-01,Agravo,100
2000-09-01,Agravo de Instrumento,595
2000-09-01,Agravo em Execu\xc3\xa7\xc3\xa3o,1
2000-09-01,Agravo Inominado,3
2000-09-01,Agravo Interno,26
2000-09-01,Agravo Regimental,28
2000-09-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,1754
2000-09-01,Apela\xc3\xa7\xc3\xa3o Crime,163
2000-09-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,182
2000-09-01,Cautelar Incidental,1
2000-09-01,Conflito de Compet\xc3\xaancia,5
2000-09-01,Correi\xc3\xa7\xc3\xa3o Parcial,3
2000-09-01,Desaforamento,3
2000-09-01,Embargos de Declara\xc3\xa7\xc3\xa3o,288
2000-09-01,Embargos Infringentes,1
2000-09-01,Habeas Corpus,60
2000-09-01,Mandado de Seguran\xc3\xa7a,3
2000-09-01,Processo Crime,7
2000-09-01,Recurso de Of\xc3\xadcio,1
2000-09-01,Recurso em Sentido Estrito,37
2000-09-01,Reexame Necess\xc3\xa1rio,39
2000-10-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,1
2000-10-01,Agravo,95
2000-10-01,Agravo de Instrumento,912
2000-10-01,Agravo Inominado,1
2000-10-01,Agravo Interno,55
2000-10-01,Agravo Regimental,32
2000-10-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,2131
2000-10-01,Apela\xc3\xa7\xc3\xa3o Crime,206
2000-10-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,279
2000-10-01,Conflito de Compet\xc3\xaancia,5
2000-10-01,Conflito de Jurisdi\xc3\xa7\xc3\xa3o,1
2000-10-01,Correi\xc3\xa7\xc3\xa3o Parcial,3
2000-10-01,Desaforamento,1
2000-10-01,Embargos de Declara\xc3\xa7\xc3\xa3o,388
2000-10-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,1
2000-10-01,Habeas Corpus,43
2000-10-01,Mandado de Seguran\xc3\xa7a,6
2000-10-01,Medida Cautelar Inominada,4
2000-10-01,Outros Feitos,2
2000-10-01,Processo Crime,7
2000-10-01,Queixa,1
2000-10-01,Recurso de Of\xc3\xadcio,2
2000-10-01,Recurso em Sentido Estrito,31
2000-10-01,Reexame Necess\xc3\xa1rio,48
2000-11-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,7
2000-11-01,Agravo,99
2000-11-01,Agravo de Instrumento,824
2000-11-01,Agravo Interno,52
2000-11-01,Agravo Lei,2
2000-11-01,Agravo Regimental,36
2000-11-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,2712
2000-11-01,Apela\xc3\xa7\xc3\xa3o Crime,236
2000-11-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,383
2000-11-01,Conflito de Compet\xc3\xaancia,8
2000-11-01,Correi\xc3\xa7\xc3\xa3o Parcial,3
2000-11-01,Embargos \xc3\xa0 Execu\xc3\xa7\xc3\xa3o,1
2000-11-01,Embargos de Declara\xc3\xa7\xc3\xa3o,481
2000-11-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,2
2000-11-01,Habeas Corpus,42
2000-11-01,Mandado de Seguran\xc3\xa7a,5
2000-11-01,Medida Cautelar Inominada,4
2000-11-01,Outros Feitos,3
2000-11-01,Processo Crime,5
2000-11-01,Recurso de Of\xc3\xadcio,2
2000-11-01,Recurso em Sentido Estrito,22
2000-11-01,Reexame Necess\xc3\xa1rio,88
2000-12-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,4
2000-12-01,Agravo,130
2000-12-01,Agravo de Instrumento,870
2000-12-01,Agravo Interno,26
2000-12-01,Agravo Regimental,28
2000-12-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,2363
2000-12-01,Apela\xc3\xa7\xc3\xa3o Crime,232
2000-12-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,406
2000-12-01,Carta Testemunh\xc3\xa1vel,1
2000-12-01,Cautelar Inominada,1
2000-12-01,Conflito de Compet\xc3\xaancia,5
2000-12-01,Conflito de Jurisdi\xc3\xa7\xc3\xa3o,1
2000-12-01,Correi\xc3\xa7\xc3\xa3o Parcial,5
2000-12-01,Embargos de Declara\xc3\xa7\xc3\xa3o,578
2000-12-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,1
2000-12-01,Habeas Corpus,56
2000-12-01,Mandado de Seguran\xc3\xa7a,9
2000-12-01,Medida Cautelar Inominada,1
2000-12-01,Outros Feitos,6
2000-12-01,Processo Crime,6
2000-12-01,Recurso de Of\xc3\xadcio,6
2000-12-01,Recurso em Sentido Estrito,26
2000-12-01,Reexame Necess\xc3\xa1rio,58
2001-01-01,Agravo,12
2001-01-01,Agravo de Instrumento,6
2001-01-01,Agravo em Execu\xc3\xa7\xc3\xa3o,1
2001-01-01,Agravo Regimental,3
2001-01-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,22
2001-01-01,Apela\xc3\xa7\xc3\xa3o Crime,49
2001-01-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,1
2001-01-01,Conflito de Compet\xc3\xaancia,6
2001-01-01,Correi\xc3\xa7\xc3\xa3o Parcial,2
2001-01-01,Embargos de Declara\xc3\xa7\xc3\xa3o,5
2001-01-01,Habeas Corpus,103
2001-01-01,Mandado de Seguran\xc3\xa7a,2
2001-01-01,Recurso em Sentido Estrito,8
2001-02-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,2
2001-02-01,Agravo,106
2001-02-01,Agravo de Instrumento,598
2001-02-01,Agravo em Execu\xc3\xa7\xc3\xa3o,2
2001-02-01,Agravo Interno,42
2001-02-01,Agravo Lei,5
2001-02-01,Agravo Regimental,14
2001-02-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,1482
2001-02-01,Apela\xc3\xa7\xc3\xa3o Crime,176
2001-02-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,216
2001-02-01,Conflito de Compet\xc3\xaancia,6
2001-02-01,Conflito de Jurisdi\xc3\xa7\xc3\xa3o,1
2001-02-01,Correi\xc3\xa7\xc3\xa3o Parcial,2
2001-02-01,Embargos de Declara\xc3\xa7\xc3\xa3o,279
2001-02-01,Embargos Infringentes,1
2001-02-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,2
2001-02-01,Habeas Corpus,122
2001-02-01,Habeas Data,1
2001-02-01,Mandado de Seguran\xc3\xa7a,8
2001-02-01,Processo Crime,1
2001-02-01,Recurso de Of\xc3\xadcio,1
2001-02-01,Recurso em Sentido Estrito,34
2001-02-01,Reexame Necess\xc3\xa1rio,52
2001-03-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,2
2001-03-01,Agravo,185
2001-03-01,Agravo de Instrumento,778
2001-03-01,Agravo em Execu\xc3\xa7\xc3\xa3o,1
2001-03-01,Agravo Interno,45
2001-03-01,Agravo Lei,3
2001-03-01,Agravo Regimental,22
2001-03-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,2419
2001-03-01,Apela\xc3\xa7\xc3\xa3o Crime,280
2001-03-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,257
2001-03-01,Conflito de Compet\xc3\xaancia,6
2001-03-01,Embargos de Declara\xc3\xa7\xc3\xa3o,565
2001-03-01,Habeas Corpus,135
2001-03-01,Mandado de Seguran\xc3\xa7a,5
2001-03-01,Medida Cautelar,1
2001-03-01,Medida Cautelar Inominada,1
2001-03-01,Outros Feitos,3
2001-03-01,Processo Crime,3
2001-03-01,Recurso de Of\xc3\xadcio,5
2001-03-01,Recurso em Sentido Estrito,52
2001-03-01,Reexame Necess\xc3\xa1rio,54
2001-03-01,Termo Circunstanciado,1
2001-04-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,3
2001-04-01,Agravo,115
2001-04-01,Agravo de Instrumento,582
2001-04-01,Agravo em Execu\xc3\xa7\xc3\xa3o,1
2001-04-01,Agravo Interno,40
2001-04-01,Agravo Regimental,21
2001-04-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,2183
2001-04-01,Apela\xc3\xa7\xc3\xa3o Crime,163
2001-04-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,308
2001-04-01,Cautelar Inominada,1
2001-04-01,Conflito de Compet\xc3\xaancia,6
2001-04-01,Correi\xc3\xa7\xc3\xa3o Parcial,2
2001-04-01,Desaforamento,1
2001-04-01,Embargos de Declara\xc3\xa7\xc3\xa3o,481
2001-04-01,Exce\xc3\xa7\xc3\xa3o da Verdade,1
2001-04-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,1
2001-04-01,Habeas Corpus,48
2001-04-01,Inqu\xc3\xa9rito Policial,1
2001-04-01,Mandado de Seguran\xc3\xa7a,4
2001-04-01,Medida Cautelar,1
2001-04-01,Outros Feitos,2
2001-04-01,Processo Crime,1
2001-04-01,Queixa,1
2001-04-01,Recurso de Of\xc3\xadcio,4
2001-04-01,Recurso em Sentido Estrito,28
2001-04-01,Reexame Necess\xc3\xa1rio,55
2001-05-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,5
2001-05-01,Agravo,206
2001-05-01,Agravo de Instrumento,804
2001-05-01,Agravo Interno,61
2001-05-01,Agravo Regimental,30
2001-05-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,3403
2001-05-01,Apela\xc3\xa7\xc3\xa3o Crime,216
2001-05-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,313
2001-05-01,Cautelar Inominada,1
2001-05-01,Conflito de Compet\xc3\xaancia,7
2001-05-01,Conflito de Jurisdi\xc3\xa7\xc3\xa3o,1
2001-05-01,Correi\xc3\xa7\xc3\xa3o Parcial,7
2001-05-01,Embargos de Declara\xc3\xa7\xc3\xa3o,610
2001-05-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,1
2001-05-01,Habeas Corpus,68
2001-05-01,Impugna\xc3\xa7\xc3\xa3o ao Valor da Causa,2
2001-05-01,Interpela\xc3\xa7\xc3\xa3o Judicial,1
2001-05-01,Mandado de Seguran\xc3\xa7a,8
2001-05-01,Outros Feitos,1
2001-05-01,Outros Incidentes,1
2001-05-01,Processo Crime,1
2001-05-01,Recurso de Of\xc3\xadcio,6
2001-05-01,Recurso em Sentido Estrito,47
2001-05-01,Reexame Necess\xc3\xa1rio,68
2001-06-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,5
2001-06-01,Agravo,175
2001-06-01,Agravo de Instrumento,916
2001-06-01,Agravo em Execu\xc3\xa7\xc3\xa3o,2
2001-06-01,Agravo Interno,51
2001-06-01,Agravo Regimental,25
2001-06-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,2630
2001-06-01,Apela\xc3\xa7\xc3\xa3o Crime,308
2001-06-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,244
2001-06-01,Carta Testemunh\xc3\xa1vel,1
2001-06-01,Cautelar Inominada,1
2001-06-01,Conflito de Compet\xc3\xaancia,4
2001-06-01,Conflito de Jurisdi\xc3\xa7\xc3\xa3o,10
2001-06-01,Correi\xc3\xa7\xc3\xa3o Parcial,3
2001-06-01,Embargos de Declara\xc3\xa7\xc3\xa3o,533
2001-06-01,Exce\xc3\xa7\xc3\xa3o de Incompet\xc3\xaancia,1
2001-06-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,1
2001-06-01,Habeas Corpus,64
2001-06-01,Mandado de Seguran\xc3\xa7a,7
2001-06-01,Medida Cautelar Inominada,1
2001-06-01,Outros Feitos,3
2001-06-01,Processo Crime,2
2001-06-01,Recurso de Of\xc3\xadcio,2
2001-06-01,Recurso em Sentido Estrito,47
2001-06-01,Reexame Necess\xc3\xa1rio,47
2001-06-01,Representa\xc3\xa7\xc3\xa3o,1
2001-07-01,Agravo,2
2001-07-01,Agravo de Instrumento,6
2001-07-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,12
2001-07-01,Apela\xc3\xa7\xc3\xa3o Crime,83
2001-07-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,4
2001-07-01,Habeas Corpus,82
2001-07-01,Recurso de Of\xc3\xadcio,3
2001-07-01,Recurso em Sentido Estrito,7
2001-08-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,5
2001-08-01,Agravo,189
2001-08-01,Agravo de Instrumento,944
2001-08-01,Agravo em Execu\xc3\xa7\xc3\xa3o,2
2001-08-01,Agravo Interno,82
2001-08-01,Agravo Regimental,29
2001-08-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,3275
2001-08-01,Apela\xc3\xa7\xc3\xa3o Crime,428
2001-08-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,421
2001-08-01,Conflito de Compet\xc3\xaancia,6
2001-08-01,Correi\xc3\xa7\xc3\xa3o Parcial,2
2001-08-01,Embargos de Declara\xc3\xa7\xc3\xa3o,613
2001-08-01,Habeas Corpus,113
2001-08-01,Mandado de Seguran\xc3\xa7a,15
2001-08-01,Outros Feitos,1
2001-08-01,Pedido de Assist\xc3\xaancia Judici\xc3\xa1ria Gratuita,1
2001-08-01,Processo Crime,1
2001-08-01,Recurso de Of\xc3\xadcio,6
2001-08-01,Recurso em Sentido Estrito,45
2001-08-01,Reexame Necess\xc3\xa1rio,93
2001-09-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,6
2001-09-01,Agravo,196
2001-09-01,Agravo de Instrumento,374
2001-09-01,Agravo em Execu\xc3\xa7\xc3\xa3o,5
2001-09-01,Agravo Interno,79
2001-09-01,Agravo Regimental,33
2001-09-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,2073
2001-09-01,Apela\xc3\xa7\xc3\xa3o Crime,305
2001-09-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,245
2001-09-01,Conflito de Compet\xc3\xaancia,1
2001-09-01,Conflito de Jurisdi\xc3\xa7\xc3\xa3o,1
2001-09-01,Correi\xc3\xa7\xc3\xa3o Parcial,1
2001-09-01,Embargos \xc3\xa0 Execu\xc3\xa7\xc3\xa3o,1
2001-09-01,Embargos de Declara\xc3\xa7\xc3\xa3o,462
2001-09-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,1
2001-09-01,Habeas Corpus,49
2001-09-01,Impugna\xc3\xa7\xc3\xa3o \xc3\xa0 Assist\xc3\xaancia Judici\xc3\xa1ria,1
2001-09-01,Inqu\xc3\xa9rito Policial,1
2001-09-01,Mandado de Seguran\xc3\xa7a,6
2001-09-01,Medida Cautelar,1
2001-09-01,Medida Cautelar Inominada,2
2001-09-01,Outros Feitos,4
2001-09-01,Processo Crime,4
2001-09-01,Queixa,1
2001-09-01,Recurso de Of\xc3\xadcio,5
2001-09-01,Recurso em Sentido Estrito,49
2001-09-01,Reexame Necess\xc3\xa1rio,52
2001-10-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,2
2001-10-01,Agravo,157
2001-10-01,Agravo de Instrumento,716
2001-10-01,Agravo em Execu\xc3\xa7\xc3\xa3o,3
2001-10-01,Agravo Interno,54
2001-10-01,Agravo Regimental,21
2001-10-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,2605
2001-10-01,Apela\xc3\xa7\xc3\xa3o Crime,321
2001-10-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,285
2001-10-01,Cautelar Inominada,1
2001-10-01,Conflito de Compet\xc3\xaancia,7
2001-10-01,Correi\xc3\xa7\xc3\xa3o Parcial,6
2001-10-01,Desaforamento,1
2001-10-01,Embargos de Declara\xc3\xa7\xc3\xa3o,455
2001-10-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,1
2001-10-01,Habeas Corpus,73
2001-10-01,Mandado de Seguran\xc3\xa7a,10
2001-10-01,Medida Cautelar Inominada,3
2001-10-01,Outros Incidentes,1
2001-10-01,Processo Crime,3
2001-10-01,Queixa,2
2001-10-01,Recurso de Of\xc3\xadcio,2
2001-10-01,Recurso em Sentido Estrito,40
2001-10-01,Reexame Necess\xc3\xa1rio,47
2001-11-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,8
2001-11-01,Agravo,140
2001-11-01,Agravo de Instrumento,910
2001-11-01,Agravo em Execu\xc3\xa7\xc3\xa3o,1
2001-11-01,Agravo Interno,52
2001-11-01,Agravo Regimental,20
2001-11-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,2848
2001-11-01,Apela\xc3\xa7\xc3\xa3o Crime,319
2001-11-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,317
2001-11-01,Carta Testemunh\xc3\xa1vel,1
2001-11-01,Conflito de Compet\xc3\xaancia,9
2001-11-01,Correi\xc3\xa7\xc3\xa3o Parcial,4
2001-11-01,Embargos de Declara\xc3\xa7\xc3\xa3o,514
2001-11-01,Embargos Infringentes,1
2001-11-01,Exce\xc3\xa7\xc3\xa3o da Verdade,1
2001-11-01,Habeas Corpus,62
2001-11-01,Impugna\xc3\xa7\xc3\xa3o \xc3\xa0 Assist\xc3\xaancia Judici\xc3\xa1ria,1
2001-11-01,Mandado de Seguran\xc3\xa7a,9
2001-11-01,Medida Cautelar Inominada,3
2001-11-01,Outros Feitos,1
2001-11-01,Processo Crime,3
2001-11-01,Queixa,1
2001-11-01,Recurso de Of\xc3\xadcio,1
2001-11-01,Recurso em Sentido Estrito,47
2001-11-01,Reexame Necess\xc3\xa1rio,71
2001-12-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,4
2001-12-01,Agravo,166
2001-12-01,Agravo de Instrumento,826
2001-12-01,Agravo em Execu\xc3\xa7\xc3\xa3o,1
2001-12-01,Agravo Interno,70
2001-12-01,Agravo Regimental,41
2001-12-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,2652
2001-12-01,Apela\xc3\xa7\xc3\xa3o Crime,277
2001-12-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,347
2001-12-01,Conflito de Compet\xc3\xaancia,8
2001-12-01,Correi\xc3\xa7\xc3\xa3o Parcial,3
2001-12-01,Desaforamento,1
2001-12-01,Embargos de Declara\xc3\xa7\xc3\xa3o,754
2001-12-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,4
2001-12-01,Habeas Corpus,62
2001-12-01,Impugna\xc3\xa7\xc3\xa3o \xc3\xa0 Assist\xc3\xaancia Judici\xc3\xa1ria,1
2001-12-01,Impugna\xc3\xa7\xc3\xa3o ao Valor da Causa,1
2001-12-01,Mandado de Seguran\xc3\xa7a,9
2001-12-01,Pedido de Assist\xc3\xaancia Judici\xc3\xa1ria Gratuita,1
2001-12-01,Processo Crime,3
2001-12-01,Queixa,1
2001-12-01,Recurso de Of\xc3\xadcio,2
2001-12-01,Recurso em Sentido Estrito,60
2001-12-01,Reexame Necess\xc3\xa1rio,72
2002-01-01,Agravo,22
2002-01-01,Agravo de Instrumento,6
2002-01-01,Agravo Regimental,3
2002-01-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,33
2002-01-01,Apela\xc3\xa7\xc3\xa3o Crime,31
2002-01-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,4
2002-01-01,Conflito de Compet\xc3\xaancia,1
2002-01-01,Correi\xc3\xa7\xc3\xa3o Parcial,1
2002-01-01,Embargos de Declara\xc3\xa7\xc3\xa3o,17
2002-01-01,Habeas Corpus,95
2002-01-01,Recurso em Sentido Estrito,3
2002-01-01,Reexame Necess\xc3\xa1rio,2
2002-02-01,Agravo,175
2002-02-01,Agravo de Instrumento,547
2002-02-01,Agravo em Execu\xc3\xa7\xc3\xa3o,5
2002-02-01,Agravo Interno,52
2002-02-01,Agravo Regimental,21
2002-02-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,1361
2002-02-01,Apela\xc3\xa7\xc3\xa3o Crime,214
2002-02-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,293
2002-02-01,Conflito de Compet\xc3\xaancia,10
2002-02-01,Conflito de Jurisdi\xc3\xa7\xc3\xa3o,1
2002-02-01,Correi\xc3\xa7\xc3\xa3o Parcial,2
2002-02-01,Embargos de Declara\xc3\xa7\xc3\xa3o,310
2002-02-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,2
2002-02-01,Habeas Corpus,92
2002-02-01,Mandado de Seguran\xc3\xa7a,4
2002-02-01,Processo Crime,1
2002-02-01,Queixa,2
2002-02-01,Recurso em Sentido Estrito,33
2002-02-01,Reexame Necess\xc3\xa1rio,60
2002-03-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,4
2002-03-01,Agravo,262
2002-03-01,Agravo de Instrumento,645
2002-03-01,Agravo em Execu\xc3\xa7\xc3\xa3o,4
2002-03-01,Agravo Interno,97
2002-03-01,Agravo Regimental,32
2002-03-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,2185
2002-03-01,Apela\xc3\xa7\xc3\xa3o Crime,269
2002-03-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,296
2002-03-01,Carta Testemunh\xc3\xa1vel,1
2002-03-01,Conflito de Compet\xc3\xaancia,14
2002-03-01,Correi\xc3\xa7\xc3\xa3o Parcial,2
2002-03-01,Embargos de Declara\xc3\xa7\xc3\xa3o,657
2002-03-01,Embargos Infringentes,1
